name,gender,date_birth,country,occupation
Michelle Lucero,female,1990-04-17,Pitcairn Islands,visual effects artist
Nicholas Clark,male,1957-03-06,Netherlands,visual effects artist
Leah Fuentes,female,1993-11-07,United States Minor Outlying Islands,actor
Bobby Harvey,male,1985-10-26,Slovakia (Slovak Republic),sound engineer
Ms. Toni Harris,female,1981-10-20,Azerbaijan,actor
Francisco Pruitt,male,1988-06-06,Mongolia,director
Lisa Johnson,female,1972-09-14,Saint Helena,visual effects artist
Justin Mcclain,male,1994-08-17,Saint Vincent and the Grenadines,costume designer
Elizabeth Powell MD,female,1985-07-12,Swaziland,actor
Wesley Richards,male,1964-10-07,Estonia,sound engineer
Brooke Rogers,female,1977-05-15,American Samoa,director
Mark Walker,male,1995-09-06,Tajikistan,filmmaker
Robin Freeman,female,1992-11-25,Jordan,director
Oscar Bush,male,1970-03-11,Haiti,director
Tamara Webster,female,1970-07-09,Nicaragua,screenwriter
Spencer Koch,male,1987-03-17,Guinea-Bissau,sound engineer
Julia Kim,female,1955-12-29,Palestinian Territory,sound engineer
John Campbell,male,1986-11-09,Portugal,costume designer
Paula Taylor,female,1961-08-22,Taiwan,director
Eric Mason,male,1985-01-02,Saint Barthelemy,costume designer
Shannon Rivera,female,1956-04-04,Pitcairn Islands,director
Phillip Cooley,male,1975-10-22,Montenegro,visual effects artist
Kim Moore,female,1971-01-29,Chile,production designer
Jacob Wilson,male,1991-08-27,Malaysia,make-up effects artist
Stephanie Howell,female,1992-01-30,Korea,actor
Christian Wagner PhD,male,1974-12-08,Croatia,sound engineer
Chelsea Fischer,female,1988-04-03,Ireland,director
Carlos Smith,male,1965-05-10,Cape Verde,filmmaker
Nicole Lopez,female,1981-11-07,Zambia,filmmaker
Jay Hendrix,male,1987-08-12,Sudan,director
Ashley Johnson,female,1993-01-05,Hong Kong,costume designer
Mr. Edward Reynolds,male,1970-12-16,Palau,director
Catherine Cruz,female,1994-05-02,Saint Helena,sound engineer
Michael Wright Jr.,male,1957-08-23,Mozambique,visual effects artist
Kathryn Hall,female,1994-05-20,Saint Kitts and Nevis,actor
Jeffrey Wilkins,male,1957-08-15,Benin,costume designer
Tonya Lucas,female,1988-05-29,Pakistan,director
Scott Trujillo,male,1987-10-04,Lithuania,make-up effects artist
Sarah Barnes,female,1962-01-05,Saudi Arabia,costume designer
Cory Coleman,male,1993-04-02,Philippines,screenwriter
Veronica Ryan,female,1976-04-12,Ecuador,actor
Mark Smith,male,1992-10-13,Andorra,screenwriter
Margaret Jacobs,female,1962-01-20,Taiwan,filmmaker
Travis Brown,male,1983-09-14,Uruguay,screenwriter
Karen Gonzalez,female,1985-09-18,Central African Republic,filmmaker
David Fuentes,male,1976-06-23,Dominican Republic,make-up effects artist
Hannah Garcia,female,1993-01-20,Heard Island and McDonald Islands,production designer
Gregory Gonzales,male,1991-01-08,United Kingdom,make-up effects artist
Michelle Jones,female,1966-01-03,Gibraltar,visual effects artist
Cory Humphrey,male,1989-11-29,Syrian Arab Republic,director
Jennifer Jensen,female,1960-11-26,Slovenia,filmmaker
Erik Leon,male,1969-06-05,Papua New Guinea,make-up effects artist
Nancy Owen DDS,female,1957-04-05,Congo,visual effects artist
Timothy White,male,1985-09-05,Peru,production designer
Mikayla Andrade,female,1974-05-08,Cuba,filmmaker
Eric Calderon,male,1967-10-07,Martinique,filmmaker
Laurie Nelson,female,1980-08-23,Georgia,visual effects artist
Brandon Carlson,male,1979-03-10,Andorra,actor
Maria Murphy,female,1986-11-22,Mauritania,actor
Matthew Rodriguez,male,1972-06-06,Benin,costume designer
Jenna Parks,female,1991-08-12,Mauritania,production designer
Fred Watson,male,1995-01-06,Bahrain,actor
Denise Smith,female,1957-06-26,Tunisia,director
Andrew Cox,male,1970-01-07,Greece,actor
Elizabeth Simmons,female,1987-01-06,Singapore,screenwriter
Richard Miller,male,1964-05-29,Romania,visual effects artist
Tara Holt,female,1958-10-06,Tunisia,screenwriter
Kenneth Ochoa,male,1981-05-02,Singapore,production designer
Michelle Curry,female,1956-12-07,Korea,screenwriter
Joseph Velez,male,1968-07-12,Brazil,make-up effects artist
Wendy Marshall,female,1958-01-18,Mexico,costume designer
Robert White,male,1974-05-11,Guyana,actor
Rachel Smith,female,1964-03-04,Djibouti,visual effects artist
Michael Collier,male,1963-03-02,China,visual effects artist
Shannon Smith,female,1972-08-18,Argentina,actor
Bruce Miles,male,1956-03-18,Cambodia,sound engineer
Laura Ruiz,female,1981-09-26,Portugal,visual effects artist
Austin Hall,male,1971-10-29,Ethiopia,visual effects artist
Amanda Poole,female,1970-11-14,Cuba,actor
Jeffery Lee,male,1973-09-22,Malawi,director
Debra Gutierrez,female,1965-03-18,Saint Kitts and Nevis,sound engineer
Grant Byrd,male,1957-07-29,United Kingdom,visual effects artist
Stacey Brown,female,1964-12-23,Guinea,visual effects artist
Keith Erickson,male,1964-11-12,Sri Lanka,sound engineer
Bethany Nunez,female,1986-11-15,United States Virgin Islands,costume designer
Christopher Lopez,male,1993-02-09,Nicaragua,make-up effects artist
Taylor Peters,female,1987-07-13,Slovenia,screenwriter
Mark Oliver,male,1963-11-23,Honduras,actor
Linda Scott,female,1969-10-06,Antarctica (the territory South of 60 deg S),sound engineer
Jonathan Scott,male,1982-02-25,United States Minor Outlying Islands,filmmaker
Ashlee Wood,female,1967-04-17,Lebanon,make-up effects artist
Timothy Fowler,male,1964-06-06,Lebanon,director
Anna Williams,female,1956-09-09,Lithuania,costume designer
Gregory Nguyen,male,1980-06-22,Barbados,sound engineer
Stacy Wilson,female,1976-01-05,Bulgaria,filmmaker
David Lynch MD,male,1965-03-26,Vietnam,visual effects artist
Jennifer Nelson,female,1963-06-05,France,make-up effects artist
Michael Graham,male,1990-05-07,Myanmar,director
Amber Medina,female,1973-02-07,Libyan Arab Jamahiriya,screenwriter
Gabriel Ellis,male,1990-04-24,Antigua and Barbuda,make-up effects artist
Julie Vasquez,female,1986-03-13,Iceland,screenwriter
Jeremy Quinn,male,1982-04-17,Swaziland,screenwriter
Sandra Taylor,female,1959-11-05,Bulgaria,costume designer
Raymond Serrano,male,1974-10-12,Jersey,sound engineer
Shawna Trujillo,female,1981-09-18,Cambodia,production designer
Kenneth Melton,male,1966-11-27,Libyan Arab Jamahiriya,filmmaker
Amy Brown,female,1990-04-05,Latvia,sound engineer
Mathew Marquez,male,1964-11-30,Marshall Islands,screenwriter
Amber Collins,female,1957-03-06,Martinique,make-up effects artist
Charles Wallace,male,1990-10-05,Oman,screenwriter
Nicole Thompson,female,1964-12-30,Finland,screenwriter
Ronald Garcia,male,1964-08-22,Grenada,filmmaker
Tina Tran,female,1987-02-07,Kuwait,make-up effects artist
Andrew Smith,male,1968-08-19,Uganda,actor
Diane Cardenas,female,1970-01-01,Tuvalu,sound engineer
Kyle Moore,male,1995-09-19,Romania,production designer
Marissa Lopez,female,1980-12-20,Czech Republic,sound engineer
Zachary Greene,male,1974-02-20,Falkland Islands (Malvinas),screenwriter
Mrs. Kristen Richard PhD,female,1983-08-28,Zimbabwe,production designer
Stephen Cole,male,1990-07-14,Brunei Darussalam,director
Leslie Montgomery,female,1971-03-12,Spain,costume designer
Keith Ross,male,1965-02-15,Angola,filmmaker
Jennifer Sullivan,female,1995-07-11,Pakistan,make-up effects artist
Matthew Wolfe,male,1968-11-07,Estonia,director
Stacy Peters,female,1978-01-07,Martinique,actor
Justin Clark,male,1994-07-31,Taiwan,visual effects artist
April Ramos,female,1974-01-20,Lebanon,director
Christopher Davis,male,1962-09-10,Mongolia,costume designer
Rebecca Brown,female,1960-01-17,Congo,actor
Ronald Fernandez,male,1966-11-23,Anguilla,filmmaker
Amanda Henry,female,1966-12-07,Gambia,actor
Lucas Smith,male,1973-04-21,Myanmar,screenwriter
Casey Brown,female,1971-01-11,Luxembourg,screenwriter
John Villegas,male,1989-02-01,Pakistan,make-up effects artist
Melissa Barker,female,1977-02-13,Burkina Faso,sound engineer
Brian Morris,male,1964-12-31,Guatemala,actor
Alison Fleming,female,1987-09-01,Isle of Man,costume designer
Ricky Anderson,male,1983-05-17,Burundi,sound engineer
Jennifer Williams,female,1962-08-17,Indonesia,production designer
Michael Wilson,male,1986-08-17,Haiti,make-up effects artist
Carmen Patton,female,1958-04-07,Czech Republic,costume designer
Darrell Griffin,male,1982-10-13,Mozambique,sound engineer
Debra Rice,female,1994-05-17,Macao,screenwriter
Michael Moreno,male,1971-11-13,Yemen,make-up effects artist
Ashley Elliott,female,1979-02-17,Christmas Island,director
Nicholas Wilson,male,1976-05-16,Antigua and Barbuda,make-up effects artist
Beth Mccormick,female,1989-03-04,Puerto Rico,production designer
Gary Smith,male,1993-11-21,Latvia,actor
Kristy Jenkins,female,1987-12-09,Somalia,make-up effects artist
Cody Watson,male,1958-06-18,New Caledonia,screenwriter
Erin Hernandez,female,1968-12-30,Belize,costume designer
William Hernandez,male,1968-06-27,Micronesia,make-up effects artist
Sarah Cervantes,female,1968-05-29,Tuvalu,filmmaker
Ryan Davis,male,1973-08-29,Saint Lucia,screenwriter
Diana Anderson,female,1980-07-06,Maldives,costume designer
Brendan Wade,male,1970-07-10,Isle of Man,director
Christy Irwin,female,1987-07-30,Somalia,director
David Gonzalez,male,1977-05-13,Papua New Guinea,director
Julie Johnson,female,1980-02-07,Angola,director
Joel Franco,male,1986-03-10,Togo,actor
Jennifer Bender,female,1972-11-08,Botswana,filmmaker
Thomas Parker,male,1980-06-24,Haiti,production designer
Taylor Bright,female,1961-04-22,Myanmar,costume designer
Mr. Paul Johnson,male,1985-07-22,Kyrgyz Republic,production designer
Raven Hernandez,female,1992-05-01,Panama,filmmaker
Mark Barajas,male,1978-01-29,Lesotho,director
Lisa Knapp,female,1984-11-29,Burundi,production designer
Brian Carter,male,1986-02-20,Greenland,actor
Katrina Jones,female,1980-10-26,Comoros,visual effects artist
Adrian Rubio,male,1981-03-09,Isle of Man,director
Sharon Torres,female,1990-11-19,Liberia,costume designer
Jason Lowe,male,1994-01-09,Benin,visual effects artist
Becky Mcclure,female,1980-01-06,Japan,sound engineer
David Nelson,male,1986-04-02,Zambia,production designer
Laura Blackwell,female,1959-05-05,Malawi,costume designer
Thomas Flores,male,1979-06-08,Estonia,screenwriter
Samantha Clarke,female,1980-05-06,Solomon Islands,visual effects artist
Edward Barnes,male,1960-12-11,Comoros,production designer
Valerie Ellis,female,1965-12-16,Somalia,actor
Daniel Mueller,male,1975-07-27,Rwanda,actor
Lori Kelley,female,1955-12-14,Austria,production designer
Christopher Skinner,male,1994-11-30,Rwanda,production designer
Virginia Grant,female,1967-06-19,Wallis and Futuna,production designer
Chad Simpson,male,1988-05-29,Eritrea,production designer
Katie Wyatt,female,1966-03-23,Guernsey,screenwriter
Mr. Gregory Vasquez,male,1983-04-18,Cambodia,screenwriter
Jenna Taylor,female,1960-05-31,Liberia,screenwriter
Jeremy Hooper,male,1991-02-06,Kazakhstan,actor
Melissa Mcclure,female,1981-05-05,Argentina,visual effects artist
Jacob Keller,male,1980-07-04,Tuvalu,actor
Sandra Drake,female,1956-05-22,South Georgia and the South Sandwich Islands,visual effects artist
Zachary Lopez,male,1973-02-05,Guam,visual effects artist
Amy Owens,female,1991-09-13,Korea,visual effects artist
Christopher Costa,male,1956-10-10,Hungary,actor
Denise Bennett,female,1980-09-08,Iraq,filmmaker
George Walker,male,1969-09-28,Aruba,director
Kelly Nelson,female,1958-09-15,Czech Republic,director
Joseph Hernandez,male,1960-12-31,Costa Rica,director
Jessica Young,female,1969-10-10,Nauru,actor
Mark Boyd,male,1990-08-29,Niue,director
April Castillo,female,1973-03-25,Turkey,screenwriter
Ricky Cline,male,1981-04-21,Belize,sound engineer
Tiffany Martinez,female,1980-10-20,Kuwait,visual effects artist
James Wright,male,1974-04-07,Nauru,make-up effects artist
Rachael Alexander,female,1973-03-07,Chile,costume designer
Brent Petersen,male,1975-01-18,Algeria,filmmaker
Terry Grant,female,1984-11-21,French Guiana,actor
Brett Barker,male,1971-05-15,Comoros,costume designer
Evelyn Nelson,female,1967-06-06,Mexico,production designer
Anthony Wallace,male,1994-10-04,Puerto Rico,costume designer
Kayla Garcia,female,1993-05-05,Holy See (Vatican City State),filmmaker
Anthony Duarte,male,1960-11-26,Maldives,costume designer
Linda Martinez,female,1989-03-01,Malawi,actor
Mark Rodriguez,male,1965-08-06,Seychelles,director
Sierra Olsen,female,1958-01-20,New Zealand,production designer
Sean Castillo,male,1974-07-11,Bahrain,screenwriter
Kimberly Carter,female,1980-07-23,Christmas Island,filmmaker
Wesley Nash,male,1973-09-21,Afghanistan,screenwriter
Brooke Williams,female,1959-11-24,French Southern Territories,screenwriter
Matthew Anderson,male,1982-07-20,Argentina,actor
Jessica Miller,female,1988-12-18,Kenya,sound engineer
Miguel Hopkins,male,1972-11-05,Latvia,filmmaker
Margaret Johnson,female,1991-08-06,Saint Kitts and Nevis,make-up effects artist
Jason Smith,male,1984-02-23,Saint Vincent and the Grenadines,visual effects artist
Deanna Alexander,female,1961-07-01,Anguilla,sound engineer
Kevin Hensley,male,1958-05-28,Belgium,director
Mrs. Sarah Ferguson,female,1992-07-19,Heard Island and McDonald Islands,visual effects artist
Jesse Burke,male,1967-04-18,Cuba,director
Patricia Page,female,1957-08-26,Angola,screenwriter
Richard Hensley,male,1983-12-05,Israel,actor
Amy Fritz,female,1983-09-02,Netherlands Antilles,make-up effects artist
Stephen Morgan,male,1963-06-03,Costa Rica,visual effects artist
Samantha Dudley,female,1975-02-28,Luxembourg,screenwriter
David Trujillo,male,1986-02-09,Singapore,make-up effects artist
Miss Holly Lucas DDS,female,1963-07-21,Isle of Man,production designer
Cole Stevens,male,1982-11-03,Palau,director
Casey Lewis,female,1962-02-15,Barbados,visual effects artist
Christopher Davis,male,1969-06-29,British Indian Ocean Territory (Chagos Archipelago),production designer
Maria Salazar,female,1993-07-06,Chad,actor
Richard Underwood,male,1978-09-23,Montenegro,costume designer
Abigail Shea,female,1978-06-02,Canada,filmmaker
Keith Simpson,male,1989-03-04,Kiribati,director
Kimberly Bullock,female,1988-01-27,Belize,production designer
Jeffrey Norris,male,1977-11-24,Liechtenstein,sound engineer
Stephanie Gray,female,1974-03-13,Ghana,sound engineer
Craig Marsh,male,1987-11-29,Sri Lanka,make-up effects artist
Jessica Johnson,female,1989-06-11,Lao People's Democratic Republic,costume designer
Daniel Burns,male,1987-03-15,Equatorial Guinea,screenwriter
Jennifer Ruiz,female,1958-06-29,Falkland Islands (Malvinas),screenwriter
Darren Davis,male,1995-05-01,Norfolk Island,visual effects artist
Kelly Carter,female,1965-01-09,Russian Federation,production designer
Richard Lara,male,1981-05-03,Netherlands Antilles,sound engineer
Tammy Wilcox,female,1956-12-14,Greenland,screenwriter
Fernando Lee,male,1966-01-12,Samoa,production designer
Carrie Lee,female,1983-09-12,Guyana,production designer
Christopher Morris,male,1974-02-18,Tajikistan,screenwriter
Cathy Hoffman,female,1957-09-03,Nepal,screenwriter
Kyle Rodriguez II,male,1994-05-23,Sao Tome and Principe,sound engineer
Michelle Carter,female,1966-10-11,Mauritius,production designer
Mark Wells,male,1975-10-27,Bouvet Island (Bouvetoya),make-up effects artist
Jenny Mcgrath,female,1967-09-22,Nauru,screenwriter
Shawn Davis,male,1975-06-22,India,visual effects artist
Danielle Bates,female,1979-06-25,Niue,production designer
Joshua Richardson,male,1993-11-25,Guadeloupe,visual effects artist
Breanna Floyd,female,1986-06-19,Palestinian Territory,filmmaker
Eric Holloway,male,1957-07-25,Lithuania,sound engineer
Felicia White,female,1968-06-13,Jamaica,visual effects artist
Michael Nguyen,male,1989-07-19,Tajikistan,costume designer
Andrea Smith,female,1975-03-18,Myanmar,costume designer
Anthony Walker,male,1963-10-15,Angola,filmmaker
Maria Humphrey,female,1971-06-26,Canada,director
Joshua Campbell,male,1979-02-07,Norway,costume designer
Connie Pollard,female,1959-11-18,Sweden,screenwriter
Jon Welch,male,1986-09-07,Slovakia (Slovak Republic),filmmaker
Sandy Marshall,female,1963-04-29,Korea,screenwriter
Ryan Alexander,male,1978-07-10,Svalbard & Jan Mayen Islands,director
Jennifer Bush MD,female,1969-11-15,Comoros,sound engineer
Dr. Todd Hamilton,male,1972-05-18,British Indian Ocean Territory (Chagos Archipelago),production designer
April Gilbert,female,1992-02-17,Germany,director
William Holmes,male,1983-09-13,Falkland Islands (Malvinas),screenwriter
Colleen Bennett,female,1989-11-21,Zambia,filmmaker
David Zhang,male,1989-01-07,New Caledonia,director
Alexandra Gonzalez,female,1963-03-05,Brazil,actor
Michael Kelly,male,1982-01-11,Canada,make-up effects artist
Angela Bradshaw,female,1965-06-18,Fiji,visual effects artist
John Cole,male,1984-07-19,United Arab Emirates,actor
Rita Palmer,female,1980-08-25,Cameroon,production designer
Bruce Ramirez,male,1980-12-30,Bhutan,screenwriter
Monica Howard,female,1986-01-11,Thailand,costume designer
David Marshall,male,1993-12-28,Kazakhstan,make-up effects artist
Vanessa Smith,female,1993-05-21,Nicaragua,visual effects artist
Brian Alvarado,male,1991-05-02,Venezuela,sound engineer
Heather Dyer,female,1974-03-20,Palau,sound engineer
Bryan Stevens,male,1960-01-28,Cook Islands,costume designer
Christina Cummings,female,1981-12-15,Belgium,sound engineer
Bryan Lam,male,1984-03-14,Central African Republic,screenwriter
Debra Bird,female,1972-11-13,Zimbabwe,screenwriter
Ronnie Hicks,male,1957-12-11,Haiti,make-up effects artist
Brandi Alvarez,female,1985-01-08,Botswana,director
Thomas Simpson,male,1958-11-26,Iran,costume designer
Sarah Thompson,female,1959-09-21,Tonga,director
Mr. Michael Landry DVM,male,1992-04-08,Portugal,actor
Andrea Owen,female,1992-09-14,Swaziland,filmmaker
